message,intent
Explique-moi en bref la Guerre civile libyenne,résumé
Fais-moi une synthèse sur la Guerre du Darfour,résumé
Donne-moi des informations sur la Guerre d'indépendance grecque,recherche
Explique-moi une bataille célèbre liée à la Guerre d'Algérie,recherche
Quels sont les personnages célèbres de la Guerre de Bosnie ?,recherche
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
J’aimerais voir les réponses du quizz,quizz_reponses
Quels sont les conflits les plus meurtriers de la Guerre d'Espagne ?,recherche
Explique-moi la Guerre civile yéménite,recherche
Explique-moi en bref la Guerre du Vietnam,résumé
J’aimerais un quiz sur la Guerre d'indépendance grecque,quizz
Quand a commencé la Guerre d'Irak ?,recherche
Explique-moi en bref la Guerre des Boers,résumé
Peux-tu me faire un quizz sur la Guerre de la Quadruple-Alliance ?,quizz
Quels sont les conflits les plus meurtriers de la Guerre de Sécession ?,recherche
Donne-moi les solutions aux questions posées,quizz_reponses
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
J’aimerais apprendre plus sur la Guerre civile libyenne,recherche
Donne-moi un résumé de la Guerre de Corée,résumé
Fais-moi un quizz sur la Guerre de 1812,quizz
Fais-moi un résumé sur les Guerres napoléoniennes,résumé
Explique-moi Seconde Guerre mondiale,recherche
Peux-tu me faire un quizz sur Première la Guerre mondiale ?,quizz
Test mes connaissances sur la Guerre de Trente Ans,quizz
Quelles sont les causes de la Guerre du Mali ?,recherche
Pose-moi des questions sur la Guerre civile yéménite,quizz
Quels pays étaient impliqués dans la Guerre d'Algérie ?,recherche
Quels sont les événements clés de la Guerre civile angolaise ?,recherche
Pose-moi des questions sur la Guerre de 1812,quizz
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Pose-moi des questions sur la Guerre de Crimée,quizz
J’aimerais apprendre plus sur la Guerre d'Espagne,recherche
Quels sont les événements majeurs de les Guerres de la Révolution française ?,recherche
Je veux un résumé sur la Guerre civile centrafricaine,résumé
Quels sont les événements clés de la Guerre civile libyenne ?,recherche
Génère un quizz sur la Guerre du Golfe,quizz
Explique-moi la Guerre de Sept Ans,recherche
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Test mes connaissances sur la Guerre d'Afghanistan,quizz
Peux-tu me faire un quizz sur la Guerre civile angolaise ?,quizz
Pose-moi des questions sur la Guerre du Kosovo,quizz
Je veux une fiche de révision sur la Guerre franco-prussienne,résumé
Dis-moi tout ce que tu sais sur Première la Guerre mondiale,recherche
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Fais-moi une synthèse sur la Guerre civile mozambicaine,résumé
Peux-tu me parler d’un événement marquant de la Guerre de Sept Ans ?,recherche
Génère un quizz sur la Guerre de Crimée,quizz
Raconte-moi en quelques phrases la Guerre d'Algérie,résumé
Test mes connaissances sur la Guerre de Sécession,quizz
Explique-moi la Guerre civile centrafricaine,recherche
Fais-moi un résumé sur la Guerre d'Indépendance des États-Unis,résumé
Raconte-moi en quelques phrases la Guerre civile russe,résumé
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Test mes connaissances sur la Guerre civile centrafricaine,quizz
J’aimerais un quiz sur la Guerre d'Algérie,quizz
Donne-moi un résumé de la Guerre du Vietnam,résumé
J’aimerais un quiz sur la Guerre civile russe,quizz
Fais-moi un quizz sur la Guerre civile angolaise,quizz
Parle-moi de la Guerre franco-prussienne,recherche
Quels sont les conflits les plus meurtriers de la Guerre d'Indépendance des États-Unis ?,recherche
Affiche-moi les réponses du test,quizz_reponses
Quels sont les conflits les plus meurtriers de la Guerre du Darfour ?,recherche
Quand a eu lieu la Guerre civile russe ?,recherche
Peux-tu me parler d’un événement marquant de la Guerre civile centrafricaine ?,recherche
Explique-moi en bref la Guerre du Golfe,résumé
J’aimerais un quiz sur la Guerre du Yom Kippour,quizz
Quels sont les événements de la Guerre du Yom Kippour ?,recherche
Génère un quizz sur la Guerre civile sud-soudanaise,quizz
Affiche-moi les réponses du test,quizz_reponses
J’aimerais voir les réponses du quizz,quizz_reponses
J’aimerais un quiz sur la Guerre civile éthiopienne,quizz
Explique-moi en bref la Guerre civile syrienne,résumé
Pose-moi des questions sur la Guerre civile sierra-léonaise,quizz
Raconte-moi en quelques phrases la Guerre d'Algérie,résumé
Je veux un résumé sur la Guerre de la Quadruple-Alliance,résumé
J’aimerais un quiz sur Seconde Guerre mondiale,quizz
Raconte-moi en quelques phrases la Guerre civile syrienne,résumé
Fais-moi une synthèse sur la Guerre d'Irak,résumé
Peux-tu me parler d’un événement marquant de la Guerre du Vietnam ?,recherche
Fais-moi un quizz sur la Guerre d'indépendance grecque,quizz
Quand a eu lieu la Guerre civile chinoise ?,recherche
Pose-moi des questions sur la Guerre de Trente Ans,quizz
Je veux un résumé sur les Guerres napoléoniennes,résumé
Donne-moi un résumé de la Guerre de Bosnie,résumé
Quels sont les événements clés de la Guerre de Succession de Pologne ?,recherche
Peux-tu me faire un quizz sur la Guerre du Vietnam ?,quizz
J’aimerais un quiz sur la Guerre de Succession d'Autriche,quizz
Raconte-moi en quelques phrases la Guerre de Succession d'Espagne,résumé
J’aimerais un quiz sur la Guerre des Boers,quizz
Quand a eu lieu la Guerre d'indépendance grecque ?,recherche
Raconte-moi une anecdote sur la Guerre de Bosnie,recherche
J’aimerais voir les réponses du quizz,quizz_reponses
Je veux une fiche de révision sur la Guerre d'indépendance grecque,résumé
Explique-moi ce qu'était la Guerre du Darfour,recherche
Je veux une fiche de révision sur Seconde Guerre mondiale,résumé
Fais-moi un résumé sur la Guerre civile russe,résumé
Je veux un quizz sur la Guerre d'Irak,quizz
Raconte-moi en quelques phrases la Guerre civile chinoise,résumé
Quels sont les empires ayant existé en la Guerre d'Indépendance des États-Unis ?,recherche
Que s’est-il passé en la Guerre de Corée ?,recherche
Dis-moi tout ce que tu sais sur la Guerre d'indépendance grecque,recherche
Fais-moi un résumé sur la Guerre civile yéménite,résumé
Raconte-moi en quelques phrases les Guerres de la Révolution française,résumé
Fais-moi un résumé sur la Guerre civile libyenne,résumé
Raconte-moi une anecdote sur la Guerre de Crimée,recherche
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Je veux une fiche de révision sur la Guerre du Golfe,résumé
Affiche-moi les réponses du test,quizz_reponses
Peux-tu me faire un quizz sur la Guerre de Succession d'Espagne ?,quizz
Quels pays étaient impliqués dans la Guerre de la Ligue de Cambrai ?,recherche
Fais-moi un exposé sur un grand personnage de la Guerre civile centrafricaine,recherche
Quels sont les événements majeurs de la Guerre de Succession d'Autriche ?,recherche
Peux-tu me faire un quizz sur la Guerre civile syrienne ?,quizz
Quelles sont les causes de la Guerre civile angolaise ?,recherche
Peux-tu me parler d’un événement marquant de la Guerre du Mali ?,recherche
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Je veux un résumé sur la Guerre de Sept Ans,résumé
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Peux-tu me faire un quizz sur Première la Guerre mondiale ?,quizz
Je veux une fiche de révision sur la Guerre d'Indépendance des États-Unis,résumé
Je veux un quizz sur la Guerre civile angolaise,quizz
Raconte-moi en quelques phrases la Guerre d'Irak,résumé
Génère un quizz sur la Guerre civile chinoise,quizz
J’aimerais voir les réponses du quizz,quizz_reponses
Quand a eu lieu la Guerre d'Indépendance des États-Unis ?,recherche
Fais-moi un quizz sur la Guerre civile sud-soudanaise,quizz
Quand a eu lieu la Guerre civile centrafricaine ?,recherche
Quelles sont les causes de la Guerre de Hollande ?,recherche
J’aimerais voir les réponses du quizz,quizz_reponses
Fais-moi une synthèse sur la Guerre civile mozambicaine,résumé
Raconte-moi en quelques phrases la Guerre civile syrienne,résumé
Peux-tu me faire un quizz sur la Guerre franco-prussienne ?,quizz
Quand a eu lieu la Guerre civile sierra-léonaise ?,recherche
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Parle-moi de les Guerres napoléoniennes,recherche
Quels sont les empires ayant existé en la Guerre de Succession d'Espagne ?,recherche
Donne-moi les solutions aux questions posées,quizz_reponses
J’aimerais un quiz sur la Guerre de Crimée,quizz
Donne-moi les solutions aux questions posées,quizz_reponses
J’aimerais un quiz sur la Guerre de Bosnie,quizz
Fais-moi une synthèse sur Seconde Guerre mondiale,résumé
Peux-tu me faire un quizz sur la Guerre d'Irak ?,quizz
Explique-moi en bref la Guerre de Corée,résumé
Fais-moi un résumé sur la Guerre d'indépendance irlandaise,résumé
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Je veux un résumé sur la Guerre de Bosnie,résumé
Fais-moi un exposé sur un grand personnage de la Guerre de Corée,recherche
J’aimerais voir les réponses du quizz,quizz_reponses
Je veux un résumé sur la Guerre du Kosovo,résumé
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Quels sont les événements de Première la Guerre mondiale ?,recherche
Pose-moi des questions sur la Guerre civile sud-soudanaise,quizz
Je veux un quizz sur la Guerre civile libérienne,quizz
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Je veux un quizz sur Première la Guerre mondiale,quizz
Test mes connaissances sur la Guerre civile éthiopienne,quizz
Peux-tu me faire un quizz sur la Guerre d'Algérie ?,quizz
Fais-moi un résumé sur la Guerre du Yom Kippour,résumé
Peux-tu me parler d’un événement marquant de la Guerre d'indépendance grecque ?,recherche
J’aimerais un quiz sur la Guerre civile libyenne,quizz
Peux-tu me parler d’un événement marquant de la Guerre de Sécession ?,recherche
Quand a eu lieu la Guerre de Succession de Pologne ?,recherche
Fais-moi un exposé sur un grand personnage de la Guerre d'Afghanistan,recherche
Raconte-moi en quelques phrases les Guerres napoléoniennes,résumé
Quels sont les conflits les plus meurtriers de la Guerre civile sud-soudanaise ?,recherche
Je veux une fiche de révision sur la Guerre du Golfe,résumé
Je veux un résumé sur la Guerre d'Espagne,résumé
Fais-moi un résumé sur la Guerre civile sud-soudanaise,résumé
Test mes connaissances sur la Guerre de la Ligue d'Augsbourg,quizz
Génère un quizz sur la Guerre Iran-Irak,quizz
Fais-moi un résumé sur la Guerre de 1812,résumé
Fais-moi une synthèse sur la Guerre de la Quadruple-Alliance,résumé
Test mes connaissances sur Première la Guerre mondiale,quizz
Quels sont les événements de la Guerre d'Espagne ?,recherche
Test mes connaissances sur la Guerre de Succession d'Espagne,quizz
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Explique-moi ce qu'était la Guerre de Succession de Pologne,recherche
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Fais-moi un résumé sur la Guerre civile sierra-léonaise,résumé
J’aimerais un quiz sur la Guerre civile sud-soudanaise,quizz
Raconte-moi une anecdote sur la Guerre civile sierra-léonaise,recherche
Pose-moi des questions sur la Guerre d'indépendance irlandaise,quizz
Je veux une fiche de révision sur la Guerre d'Afghanistan,résumé
Je veux un résumé sur la Guerre franco-prussienne,résumé
Fais-moi un quizz sur la Guerre du Haut-Karabagh,quizz
J’aimerais un quiz sur la Guerre du Darfour,quizz
Explique-moi ce qu'était la Guerre franco-prussienne,recherche
Quelles sont les causes de la Guerre d'Irak ?,recherche
Je veux une fiche de révision sur la Guerre du Donbass,résumé
Pose-moi des questions sur la Guerre civile yéménite,quizz
Donne-moi un résumé de la Guerre d'Espagne,résumé
Fais-moi une synthèse sur la Guerre d'Irak,résumé
Affiche-moi les réponses du test,quizz_reponses
Quelles sont les réponses du dernier quizz ?,quizz_reponses
J’aimerais voir les réponses du quizz,quizz_reponses
Raconte-moi en quelques phrases la Guerre civile libérienne,résumé
Affiche-moi les réponses du test,quizz_reponses
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Affiche-moi les réponses du test,quizz_reponses
Explique-moi en bref la Guerre franco-prussienne,résumé
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Fais-moi un résumé sur la Guerre civile syrienne,résumé
Dis-moi tout ce que tu sais sur la Guerre d'Espagne,recherche
Parle-moi de la Guerre de Bosnie,recherche
Donne-moi les solutions aux questions posées,quizz_reponses
Génère un quizz sur la Guerre de la Ligue d'Augsbourg,quizz
J’aimerais voir les réponses du quizz,quizz_reponses
Quelles sont les causes de la Guerre franco-prussienne ?,recherche
Quand a eu lieu la Guerre de Sept Ans ?,recherche
Raconte-moi une anecdote sur la Guerre du Kosovo,recherche
Donne-moi un résumé de Seconde Guerre mondiale,résumé
Dis-moi tout ce que tu sais sur la Guerre du Golfe,recherche
J’aimerais voir les réponses du quizz,quizz_reponses
Fais-moi une synthèse sur la Guerre de Trente Ans,résumé
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Pose-moi des questions sur les Guerres napoléoniennes,quizz
J’aimerais un quiz sur la Guerre civile libérienne,quizz
Je veux un quizz sur la Guerre d'Indépendance des États-Unis,quizz
Fais-moi une synthèse sur la Guerre civile éthiopienne,résumé
Explique-moi en bref la Guerre du Donbass,résumé
Je veux une fiche de révision sur la Guerre d'Afghanistan,résumé
Test mes connaissances sur la Guerre civile chinoise,quizz
Je veux une fiche de révision sur la Guerre Iran-Irak,résumé
Pose-moi des questions sur la Guerre du Darfour,quizz
Que s’est-il passé en la Guerre civile sud-soudanaise ?,recherche
Pose-moi des questions sur la Guerre d'indépendance grecque,quizz
Fais-moi une synthèse sur la Guerre de Bosnie,résumé
Affiche-moi les réponses du test,quizz_reponses
J’aimerais apprendre plus sur Première la Guerre mondiale,recherche
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Explique-moi une bataille célèbre liée à la Guerre d'Irak,recherche
J’aimerais apprendre plus sur la Guerre d'Afghanistan,recherche
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Quels sont les personnages célèbres de la Guerre civile yéménite ?,recherche
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
